split,model,user_id,holdout,rank,hit,precision_at_5,recall_at_5,f1_at_5,reciprocal_rank_at_5,latency_ms,recommended
test,alpha=0.7,U003,B018,4,1,0.2,1.0,0.33333333333333337,0.25,0.5229000003055262,"['B019', 'B012', 'B020', 'B018', 'B003']"
test,alpha=0.7,U004,B018,1,1,0.2,1.0,0.33333333333333337,1.0,0.5111999998916872,"['B018', 'B002', 'B001', 'B020', 'B019']"
test,alpha=0.7,U005,B014,1,1,0.2,1.0,0.33333333333333337,1.0,0.6452000002354907,"['B014', 'B020', 'B019', 'B007', 'B009']"
test,alpha=0.7,U006,B014,1,1,0.2,1.0,0.33333333333333337,1.0,0.5682999999407912,"['B014', 'B020', 'B001', 'B019', 'B007']"
test,alpha=0.7,U007,B017,3,1,0.2,1.0,0.33333333333333337,0.3333333333333333,0.39620000006834744,"['B002', 'B001', 'B017', 'B019', 'B016']"
test,alpha=0.7,U008,B019,1,1,0.2,1.0,0.33333333333333337,1.0,0.4496000001381617,"['B019', 'B018', 'B016', 'B013', 'B020']"
test,alpha=0.7,U009,B019,1,1,0.2,1.0,0.33333333333333337,1.0,0.3271999999014952,"['B019', 'B018', 'B016', 'B020', 'B006']"
test,alpha=0.7,U010,B020,1,1,0.2,1.0,0.33333333333333337,1.0,0.4863999997724022,"['B020', 'B006', 'B019', 'B009', 'B016']"
test,alpha=0.7,U011,B018,1,1,0.2,1.0,0.33333333333333337,1.0,0.4606000002240762,"['B018', 'B019', 'B013', 'B020', 'B002']"
test,alpha=0.7,U012,B014,1,1,0.2,1.0,0.33333333333333337,1.0,0.4069999999956053,"['B014', 'B020', 'B001', 'B019', 'B007']"
test,alpha=0.7,U013,B020,,0,0.0,0.0,0.0,0.0,0.4017000001113047,"['B002', 'B019', 'B009', 'B006', 'B007']"
test,alpha=0.7,U014,B019,1,1,0.2,1.0,0.33333333333333337,1.0,0.4899999998997373,"['B019', 'B016', 'B020', 'B018', 'B009']"
test,alpha=0.7,U015,B020,5,1,0.2,1.0,0.33333333333333337,0.2,0.46269999984360766,"['B002', 'B013', 'B016', 'B019', 'B020']"
test,alpha=1.0,U001,B020,1,1,0.2,1.0,0.33333333333333337,1.0,0.5428999998002837,"['B020', 'B017', 'B016', 'B006', 'B019']"
test,alpha=1.0,U002,B020,1,1,0.2,1.0,0.33333333333333337,1.0,0.4125000000385626,"['B020', 'B017', 'B006', 'B009', 'B008']"
test,alpha=1.0,U003,B018,1,1,0.2,1.0,0.33333333333333337,1.0,0.5292000000736152,"['B018', 'B019', 'B012', 'B002', 'B001']"
test,alpha=1.0,U004,B018,1,1,0.2,1.0,0.33333333333333337,1.0,0.5074999999123975,"['B018', 'B019', 'B012', 'B002', 'B001']"
test,alpha=1.0,U005,B014,1,1,0.2,1.0,0.33333333333333337,1.0,0.40350000017497223,"['B014', 'B020', 'B002', 'B003', 'B017']"
test,alpha=1.0,U006,B014,1,1,0.2,1.0,0.33333333333333337,1.0,0.4196999998384854,"['B014', 'B001', 'B020', 'B002', 'B017']"
test,alpha=1.0,U007,B017,,0,0.0,0.0,0.0,0.0,0.3729999998540734,"['B014', 'B016', 'B007', 'B018', 'B002']"
test,alpha=1.0,U008,B019,2,1,0.2,1.0,0.33333333333333337,0.5,0.8311999999932596,"['B018', 'B019', 'B013', 'B016', 'B009']"
test,alpha=1.0,U009,B019,1,1,0.2,1.0,0.33333333333333337,1.0,0.540500000170141,"['B019', 'B016', 'B007', 'B006', 'B014']"
test,alpha=1.0,U010,B020,1,1,0.2,1.0,0.33333333333333337,1.0,0.8380999997825711,"['B020', 'B017', 'B006', 'B010', 'B004']"
test,alpha=1.0,U011,B018,1,1,0.2,1.0,0.33333333333333337,1.0,1.2320000000727305,"['B018', 'B013', 'B019', 'B002', 'B011']"
test,alpha=1.0,U012,B014,1,1,0.2,1.0,0.33333333333333337,1.0,0.4189000001133536,"['B014', 'B001', 'B020', 'B003', 'B012']"
test,alpha=1.0,U013,B020,2,1,0.2,1.0,0.33333333333333337,0.5,0.40660000013303943,"['B002', 'B020', 'B001', 'B009', 'B014']"
test,alpha=1.0,U014,B019,1,1,0.2,1.0,0.33333333333333337,1.0,0.45660000023417524,"['B019', 'B018', 'B016', 'B007', 'B009']"
test,alpha=1.0,U015,B020,1,1,0.2,1.0,0.33333333333333337,1.0,0.476899999739544,"['B020', 'B002', 'B019', 'B016', 'B006']"
test,popularity-only,U001,B020,5,1,0.2,1.0,0.33333333333333337,0.2,0.009899999895424116,"['B019', 'B006', 'B009', 'B016', 'B020']"
test,popularity-only,U002,B020,2,1,0.2,1.0,0.33333333333333337,0.5,0.007500000265281415,"['B019', 'B020', 'B007', 'B006', 'B009']"
test,popularity-only,U003,B018,,0,0.0,0.0,0.0,0.0,0.0068999997893115506,"['B019', 'B020', 'B006', 'B012', 'B001']"
test,popularity-only,U004,B018,,0,0.0,0.0,0.0,0.0,0.006499999926745659,"['B019', 'B020', 'B006', 'B012', 'B001']"
test,popularity-only,U005,B014,,0,0.0,0.0,0.0,0.0,0.007700000423938036,"['B019', 'B020', 'B007', 'B009', 'B016']"
test,popularity-only,U006,B014,,0,0.0,0.0,0.0,0.0,0.0068999997893115506,"['B019', 'B020', 'B007', 'B009', 'B016']"
test,popularity-only,U007,B017,,0,0.0,0.0,0.0,0.0,0.006600000233447645,"['B019', 'B007', 'B006', 'B009', 'B016']"
test,popularity-only,U008,B019,2,1,0.2,1.0,0.33333333333333337,0.5,0.00650000038149301,"['B020', 'B019', 'B006', 'B009', 'B016']"
test,popularity-only,U009,B019,2,1,0.2,1.0,0.33333333333333337,0.5,0.006600000233447645,"['B020', 'B019', 'B007', 'B006', 'B009']"
test,popularity-only,U010,B020,,0,0.0,0.0,0.0,0.0,0.007099999947968172,"['B019', 'B007', 'B006', 'B009', 'B016']"
test,popularity-only,U011,B018,,0,0.0,0.0,0.0,0.0,0.006599999778700294,"['B019', 'B020', 'B006', 'B001', 'B003']"
test,popularity-only,U012,B014,,0,0.0,0.0,0.0,0.0,0.006499999926745659,"['B019', 'B020', 'B007', 'B009', 'B016']"
test,popularity-only,U013,B020,2,1,0.2,1.0,0.33333333333333337,0.5,0.014799999917158857,"['B019', 'B020', 'B007', 'B006', 'B009']"
test,popularity-only,U014,B019,2,1,0.2,1.0,0.33333333333333337,0.5,0.009999999747378752,"['B020', 'B019', 'B007', 'B006', 'B009']"
test,popularity-only,U015,B020,5,1,0.2,1.0,0.33333333333333337,0.2,0.007200000254670158,"['B019', 'B006', 'B009', 'B016', 'B020']"
